% Supplement to Berends, C. J., de Boer, B., and van de Wal, R. S. W.: Reconstructing 
% the Evolution of Ice Sheets, Sea Level and Atmospheric CO2 During the Past 
% 3.6 Million Years, Clim. Past Discuss., https://doi.org/10.5194/cp-2020-52, in review, 2020
%
% Results from three separate simulations of the last 3.6 Myr with the hybrid ice-sheet - climate model.
%
% SL   = Global mean sea-level (m w.r.t. PD)
% pCO2 = Atmospheric CO2 concentration (ppmv)
%
% Time (kyr ago)    SL   SL_lower   SL_upper     pCO2   pCO2_lower   pCO2_upper
-3005.5          -4.64      -8.71      -1.73     265.83     257.64       278.05
-3005.4          -4.64      -8.76      -1.73     265.90     257.75       278.15
-3005.3          -4.65      -8.80      -1.73     266.01     257.87       278.27
-3005.2          -4.66      -8.84      -1.73     266.12     257.97       278.35
-3005.1          -4.67      -8.88      -1.73     266.20     258.06       278.46
-3005.0          -4.67      -8.93      -1.73     266.26     258.18       278.55
-3004.9          -4.67      -8.98      -1.73     266.34     258.26       278.64
-3004.8          -4.67      -9.03      -1.73     266.39     258.37       278.72
-3004.7          -4.67      -9.09      -1.73     266.46     258.48       278.82
-3004.6          -4.67      -9.13      -1.73     266.52     258.59       278.90
-3004.5          -4.67      -9.19      -1.73     266.59     258.69       278.99
-3004.4          -4.67      -9.23      -1.73     266.67     258.79       279.06
-3004.3          -4.67      -9.28      -1.73     266.71     258.89       279.14
-3004.2          -4.67      -9.33      -1.73     266.89     259.10       279.33
-3004.1          -4.66      -9.37      -1.72     266.95     259.20       279.42
-3004.0          -4.66      -9.41      -1.72     267.00     259.31       279.49
-3003.9          -4.65      -9.46      -1.71     267.06     259.37       279.54
-3003.8          -4.63      -9.49      -1.70     267.21     259.56       279.73
-3003.7          -4.62      -9.53      -1.68     267.24     259.65       279.78
-3003.6          -4.61      -9.56      -1.67     267.27     259.72       279.84
-3003.5          -4.60      -9.59      -1.66     267.45     259.91       280.00
-3003.4          -4.59      -9.63      -1.64     267.49     259.98       280.01
-3003.3          -4.58      -9.67      -1.61     267.54     260.07       280.04
-3003.2          -4.57      -9.71      -1.59     267.70     260.25       280.20
-3003.1          -4.56      -9.75      -1.58     267.71     260.33       280.25
-3003.0          -4.55      -9.79      -1.56     267.88     260.54       280.40
-3002.9          -4.54      -9.82      -1.55     267.92     260.58       280.45
-3002.8          -4.53      -9.85      -1.53     268.09     260.77       280.60
-3002.7          -4.51      -9.88      -1.52     268.11     260.82       280.64
-3002.6          -4.50      -9.90      -1.51     268.24     261.01       280.81
-3002.5          -4.47      -9.92      -1.50     268.36     261.16       280.98
-3002.4          -4.45      -9.94      -1.48     268.37     261.24       281.01
-3002.3          -4.43      -9.95      -1.47     268.50     261.37       281.16
-3002.2          -4.40      -9.96      -1.45     268.63     261.51       281.31
-3002.1          -4.38      -9.97      -1.44     268.77     261.66       281.48
-3002.0          -4.36      -9.98      -1.42     268.91     261.82       281.63
-3001.9          -4.33      -9.99      -1.41     269.04     261.99       281.79
-3001.8          -4.30      -9.99      -1.40     269.28     262.27       282.07
-3001.7          -4.27     -10.00      -1.39     269.41     262.42       282.22
-3001.6          -4.25     -10.00      -1.37     269.54     262.60       282.37
-3001.5          -4.22     -10.01      -1.36     269.80     262.84       282.65
-3001.4          -4.20     -10.01      -1.34     269.94     262.98       282.79
-3001.3          -4.18     -10.01      -1.33     270.19     263.23       283.04
-3001.2          -4.16     -10.00      -1.31     270.44     263.51       283.31
-3001.1          -4.13     -10.00      -1.30     270.58     263.63       283.44
-3001.0          -4.11     -10.00      -1.29     270.83     263.90       283.70
-3000.9          -4.08      -9.98      -1.27     271.09     264.14       283.95
-3000.8          -4.06      -9.97      -1.25     271.34     264.38       284.21
-3000.7          -4.04      -9.96      -1.23     271.58     264.64       284.46
-3000.6          -4.02      -9.95      -1.22     271.85     264.90       284.72
-3000.5          -3.98      -9.94      -1.20     272.20     265.24       285.08
-3000.4          -3.94      -9.93      -1.19     272.41     265.53       285.34
-3000.3          -3.90      -9.92      -1.17     272.62     265.77       285.58
-3000.2          -3.87      -9.91      -1.16     272.98     266.13       285.95
-3000.1          -3.84      -9.89      -1.14     273.21     266.38       286.20
-3000.0          -3.81      -9.88      -1.12     273.57     266.74       286.56
-2999.9          -3.77      -9.85      -1.10     273.91     267.12       286.90
-2999.8          -3.74      -9.83      -1.08     274.14     267.34       287.15
-2999.7          -3.71      -9.80      -1.06     274.51     267.69       287.50
-2999.6          -3.68      -9.78      -1.03     274.74     267.93       287.75
-2999.5          -3.65      -9.77      -1.01     275.10     268.30       288.10
-2999.4          -3.62      -9.75      -0.98     275.34     268.55       288.33
-2999.3          -3.59      -9.73      -0.95     275.56     268.82       288.56
-2999.2          -3.56      -9.71      -0.92     275.92     269.18       288.92
-2999.1          -3.51      -9.70      -0.89     276.12     269.44       289.14
-2999.0          -3.47      -9.68      -0.87     276.45     269.81       289.49
-2998.9          -3.43      -9.65      -0.84     276.67     270.07       289.73
-2998.8          -3.39      -9.62      -0.80     276.92     270.34       289.98
-2998.7          -3.36      -9.60      -0.77     277.31     270.73       290.35
-2998.6          -3.33      -9.57      -0.73     277.57     271.01       290.60
-2998.5          -3.29      -9.55      -0.69     277.81     271.29       290.86
-2998.4          -3.27      -9.53      -0.66     278.19     271.72       291.24
-2998.3          -3.24      -9.52      -0.63     278.46     272.01       291.51
-2998.2          -3.21      -9.50      -0.60     278.73     272.28       291.78
-2998.1          -3.19      -9.49      -0.57     279.00     272.58       292.05
-2998.0          -3.17      -9.47      -0.54     279.38     273.00       292.45
-2997.9          -3.14      -9.46      -0.52     279.65     273.31       292.72
-2997.8          -3.10      -9.44      -0.49     279.94     273.62       293.03
-2997.7          -3.07      -9.43      -0.46     280.23     273.96       293.34
-2997.6          -3.03      -9.41      -0.44     280.53     274.31       293.65
-2997.5          -3.00      -9.39      -0.42     280.94     274.75       294.09
-2997.4          -2.96      -9.38      -0.39     281.24     275.09       294.41
-2997.3          -2.94      -9.37      -0.36     281.42     275.31       294.61
-2997.2          -2.90      -9.35      -0.34     281.72     275.64       294.93
-2997.1          -2.87      -9.34      -0.31     282.00     275.98       295.26
-2997.0          -2.83      -9.33      -0.29     282.18     276.20       295.47
-2996.9          -2.80      -9.32      -0.27     282.49     276.56       295.81
-2996.8          -2.76      -9.30      -0.25     282.68     276.81       296.05
-2996.7          -2.73      -9.29      -0.23     282.89     277.07       296.30
-2996.6          -2.69      -9.27      -0.21     283.10     277.30       296.55
-2996.5          -2.67      -9.26      -0.18     283.32     277.57       296.81
-2996.4          -2.64      -9.24      -0.16     283.55     277.84       297.07
-2996.3          -2.61      -9.23      -0.14     283.78     278.08       297.33
-2996.2          -2.58      -9.21      -0.12     284.00     278.36       297.59
-2996.1          -2.55      -9.19      -0.08     284.11     278.49       297.70
-2996.0          -2.52      -9.16      -0.05     284.21     278.65       297.83
-2995.9          -2.50      -9.14      -0.02     284.44     278.90       298.10
-2995.8          -2.47      -9.12       0.01     284.57     279.05       298.26
-2995.7          -2.44      -9.10       0.03     284.69     279.21       298.42
-2995.6          -2.41      -9.09       0.06     284.82     279.39       298.59
-2995.5          -2.39      -9.08       0.07     284.83     279.44       298.63
-2995.4          -2.37      -9.07       0.09     284.97     279.60       298.81
-2995.3          -2.35      -9.06       0.11     285.12     279.77       298.99
-2995.2          -2.33      -9.05       0.13     285.15     279.84       299.06
-2995.1          -2.31      -9.04       0.15     285.18     279.92       299.13
-2995.0          -2.29      -9.03       0.17     285.34     280.10       299.33
-2994.9          -2.27      -8.77       0.18     285.36     279.94       299.41
-2994.8          -2.24      -8.73       0.20     285.41     279.97       299.49
-2994.7          -2.22      -8.70       0.22     285.45     280.03       299.58
-2994.6          -2.19      -8.40       0.24     285.62     279.97       299.80
-2994.5          -2.17      -8.38       0.26     285.68     280.02       299.90
-2994.4          -2.14      -8.09       0.28     285.74     279.87       300.00
-2994.3          -2.11      -8.06       0.29     285.80     279.34       300.11
